id,time
53,1970-01-01T08:26:57
70,1970-01-01T09:36:32
36,1970-01-01T12:04:01
21,1970-01-01T13:12:25
69,1970-01-01T13:54:35
29,1970-01-01T14:11:17
19,1970-01-01T14:43:55
81,1970-01-01T16:51:38
82,1970-01-01T18:10:25
90,1970-01-01T18:57:32
91,1970-01-01T21:13:22
7,1970-01-01T21:15:28
90,1970-01-01T23:04:12
3,1970-01-02T01:42:44
33,1970-01-02T02:22:26
40,1970-01-02T04:12:01
75,1970-01-02T06:00:21
10,1970-01-02T07:51:52
78,1970-01-02T08:40:11
40,1970-01-02T09:19:26
46,1970-01-02T10:39:08
41,1970-01-02T12:02:25
12,1970-01-02T12:55:15
73,1970-01-02T13:58:04
94,1970-01-02T15:32:15
54,1970-01-02T16:04:07
89,1970-01-02T16:44:02
76,1970-01-02T18:33:20
41,1970-01-02T21:03:18
32,1970-01-02T22:00:44
62,1970-01-02T23:16:36
71,1970-01-03T01:19:47
73,1970-01-03T03:51:47
60,1970-01-03T04:53:18
24,1970-01-03T07:10:23
33,1970-01-03T08:09:41
60,1970-01-03T08:41:10
81,1970-01-03T11:10:53
27,1970-01-03T13:11:25
76,1970-01-03T15:38:08
76,1970-01-03T18:19:38
70,1970-01-03T20:36:35
25,1970-01-03T21:17:54
53,1970-01-03T22:15:28
10,1970-01-03T23:42:13
91,1970-01-04T01:31:27
31,1970-01-04T02:15:47
89,1970-01-04T04:13:57
28,1970-01-04T05:51:53
47,1970-01-04T08:28:49
37,1970-01-04T10:02:28
99,1970-01-04T10:16:12
41,1970-01-04T11:42:36
21,1970-01-04T13:15:43
87,1970-01-04T15:57:39
3,1970-01-04T17:29:15
87,1970-01-04T20:05:11
31,1970-01-04T22:23:06
93,1970-01-05T00:53:01
81,1970-01-05T01:56:06
5,1970-01-05T03:48:19
14,1970-01-05T04:06:16
20,1970-01-05T04:24:00
62,1970-01-05T06:59:06
69,1970-01-05T09:26:20
62,1970-01-05T11:20:07
62,1970-01-05T13:17:10
80,1970-01-05T15:49:45
89,1970-01-05T18:03:19
84,1970-01-05T19:18:17
30,1970-01-05T20:11:04
46,1970-01-05T20:16:50
96,1970-01-05T23:03:18
56,1970-01-05T23:48:18
15,1970-01-06T00:49:20
11,1970-01-06T02:00:52
69,1970-01-06T02:59:17
9,1970-01-06T03:09:36
47,1970-01-06T03:41:11
28,1970-01-06T04:16:26
60,1970-01-06T04:32:17
6,1970-01-06T06:56:27
27,1970-01-06T08:27:51
72,1970-01-06T09:25:30
56,1970-01-06T10:32:18
27,1970-01-06T10:36:13
51,1970-01-06T11:29:47
51,1970-01-06T14:15:28
27,1970-01-06T15:30:31
92,1970-01-06T18:04:09
10,1970-01-06T18:17:24
71,1970-01-06T20:32:08
31,1970-01-06T21:27:21
30,1970-01-06T22:40:22
3,1970-01-07T00:05:18
96,1970-01-07T00:15:01
46,1970-01-07T02:53:48
83,1970-01-07T05:22:50
55,1970-01-07T07:13:59
25,1970-01-07T08:00:11
90,1970-01-07T09:29:36
9,1970-01-07T11:16:49
92,1970-01-07T12:01:30
97,1970-01-07T12:37:42
85,1970-01-07T13:30:04
64,1970-01-07T15:47:15
17,1970-01-07T17:19:24
64,1970-01-07T19:12:10
79,1970-01-07T21:35:36
7,1970-01-07T21:39:53
20,1970-01-07T23:59:58
72,1970-01-08T02:02:26
19,1970-01-08T03:20:34
63,1970-01-08T04:48:22
22,1970-01-08T07:27:44
63,1970-01-08T09:29:52
34,1970-01-08T12:00:39
25,1970-01-08T12:34:41
48,1970-01-08T13:58:35
22,1970-01-08T16:35:37
85,1970-01-08T18:57:39
51,1970-01-08T20:38:46
17,1970-01-08T22:50:27
11,1970-01-09T00:43:29
42,1970-01-09T03:06:01
38,1970-01-09T05:47:34
68,1970-01-09T08:23:50
76,1970-01-09T09:51:00
61,1970-01-09T11:55:51
36,1970-01-09T12:17:16
55,1970-01-09T12:56:51
73,1970-01-09T13:56:46
67,1970-01-09T14:40:08
47,1970-01-09T14:45:59
33,1970-01-09T16:18:14
52,1970-01-09T18:00:52
51,1970-01-09T20:10:15
35,1970-01-09T21:41:06
65,1970-01-09T23:35:22
82,1970-01-10T01:36:41
21,1970-01-10T01:59:33
72,1970-01-10T02:42:20
16,1970-01-10T03:03:50
33,1970-01-10T03:51:48
74,1970-01-10T04:55:58
81,1970-01-10T07:41:31
23,1970-01-10T09:05:05
44,1970-01-10T10:41:44
47,1970-01-10T11:34:04
66,1970-01-10T12:07:49
72,1970-01-10T12:50:43
64,1970-01-10T15:03:14
3,1970-01-10T17:41:00
36,1970-01-10T17:53:23
58,1970-01-10T19:20:01
47,1970-01-10T21:56:16
26,1970-01-11T00:12:33
5,1970-01-11T01:40:27
6,1970-01-11T04:02:53
42,1970-01-11T06:16:19
34,1970-01-11T07:56:43
27,1970-01-11T08:07:32
45,1970-01-11T10:16:34
80,1970-01-11T12:53:09
96,1970-01-11T13:22:43
83,1970-01-11T14:00:48
7,1970-01-11T14:53:56
13,1970-01-11T16:20:52
72,1970-01-11T18:06:49
10,1970-01-11T18:14:20
94,1970-01-11T19:14:37
91,1970-01-11T21:16:19
63,1970-01-11T22:20:48
34,1970-01-11T23:52:44
75,1970-01-12T00:33:41
60,1970-01-12T01:56:22
4,1970-01-12T04:41:21
12,1970-01-12T06:36:35
68,1970-01-12T07:02:28
14,1970-01-12T07:25:37
5,1970-01-12T09:32:45
94,1970-01-12T11:43:23
17,1970-01-12T13:47:44
92,1970-01-12T16:01:31
74,1970-01-12T17:12:23
6,1970-01-12T17:37:02
23,1970-01-12T19:19:02
55,1970-01-12T19:58:49
57,1970-01-12T21:57:13
89,1970-01-13T00:27:46
47,1970-01-13T02:23:13
29,1970-01-13T02:41:46
64,1970-01-13T02:55:23
88,1970-01-13T03:19:27
37,1970-01-13T03:24:05
74,1970-01-13T05:38:20
64,1970-01-13T07:47:32
8,1970-01-13T09:38:15
32,1970-01-13T12:07:32
7,1970-01-13T13:18:12
66,1970-01-13T14:03:10
11,1970-01-13T14:36:44
39,1970-01-13T16:04:36
39,1970-01-13T16:40:47
80,1970-01-13T18:57:19
29,1970-01-13T19:23:47
68,1970-01-13T21:28:45
35,1970-01-13T23:08:38
96,1970-01-14T01:45:23
9,1970-01-14T02:56:36
41,1970-01-14T03:48:47
91,1970-01-14T04:51:35
54,1970-01-14T05:04:04
53,1970-01-14T05:57:44
54,1970-01-14T06:58:05
94,1970-01-14T09:40:50
9,1970-01-14T10:19:45
61,1970-01-14T12:06:30
78,1970-01-14T12:11:02
65,1970-01-14T14:21:13
45,1970-01-14T14:47:56
75,1970-01-14T17:28:25
32,1970-01-14T19:45:29
36,1970-01-14T21:59:42
34,1970-01-14T22:21:43
7,1970-01-15T00:08:58
82,1970-01-15T02:06:33
6,1970-01-15T04:06:01
93,1970-01-15T05:02:00
65,1970-01-15T07:44:44
22,1970-01-15T09:47:00
96,1970-01-15T10:25:35
23,1970-01-15T10:40:25
22,1970-01-15T12:09:24
6,1970-01-15T14:11:20
68,1970-01-15T14:27:26
96,1970-01-15T16:42:09
50,1970-01-15T18:54:14
77,1970-01-15T21:20:28
30,1970-01-15T21:33:46
73,1970-01-16T00:07:55
38,1970-01-16T01:15:23
5,1970-01-16T03:59:49
19,1970-01-16T06:31:22
4,1970-01-16T08:00:30
42,1970-01-16T10:29:07
36,1970-01-16T13:07:46
43,1970-01-16T14:04:45
65,1970-01-16T14:05:36
55,1970-01-16T16:26:23
85,1970-01-16T16:51:15
9,1970-01-16T18:17:40
83,1970-01-16T18:22:44
18,1970-01-16T18:24:46
37,1970-01-16T21:07:12
18,1970-01-16T22:56:27
44,1970-01-16T23:10:17
44,1970-01-17T00:10:20
21,1970-01-17T02:34:58
8,1970-01-17T03:22:56
67,1970-01-17T03:37:27
55,1970-01-17T04:33:46
84,1970-01-17T04:35:57
76,1970-01-17T06:47:50
61,1970-01-17T07:51:18
22,1970-01-17T07:51:28
87,1970-01-17T10:08:16
97,1970-01-17T10:59:03
98,1970-01-17T11:37:24
9,1970-01-17T12:15:19
23,1970-01-17T14:59:49
52,1970-01-17T15:43:52
10,1970-01-17T17:49:50
30,1970-01-17T19:16:37
82,1970-01-17T19:37:04
60,1970-01-17T21:51:35
68,1970-01-17T23:30:22
50,1970-01-18T00:37:53
19,1970-01-18T01:19:28
60,1970-01-18T02:59:02
7,1970-01-18T05:02:54
39,1970-01-18T07:02:17
98,1970-01-18T08:10:57
48,1970-01-18T09:21:59
25,1970-01-18T11:20:42
94,1970-01-18T13:23:06
33,1970-01-18T15:25:05
90,1970-01-18T15:47:35
58,1970-01-18T18:25:39
74,1970-01-18T18:32:55
16,1970-01-18T18:58:34
5,1970-01-18T19:43:37
52,1970-01-18T20:49:29
61,1970-01-18T22:28:41
70,1970-01-18T23:20:36
40,1970-01-19T01:02:17
65,1970-01-19T02:20:47
93,1970-01-19T04:13:16
23,1970-01-19T05:10:25
44,1970-01-19T05:13:28
76,1970-01-19T06:30:40
41,1970-01-19T07:47:09
91,1970-01-19T10:26:25
62,1970-01-19T12:15:03
50,1970-01-19T14:14:47
1,1970-01-19T15:12:54
9,1970-01-19T16:30:59
95,1970-01-19T18:19:39
61,1970-01-19T19:42:28
20,1970-01-19T20:28:44
3,1970-01-19T20:52:40
17,1970-01-19T21:30:41
54,1970-01-19T23:51:15
38,1970-01-20T01:33:31
8,1970-01-20T04:03:50
49,1970-01-20T05:56:40
13,1970-01-20T07:30:14
53,1970-01-20T07:52:33
26,1970-01-20T07:58:53
5,1970-01-20T08:57:52
57,1970-01-20T09:29:32
44,1970-01-20T12:13:47
89,1970-01-20T12:30:50
21,1970-01-20T13:42:58
94,1970-01-20T14:39:17
95,1970-01-20T15:27:48
40,1970-01-20T17:43:27
95,1970-01-20T19:27:23
67,1970-01-20T19:50:14
79,1970-01-20T22:22:49
74,1970-01-21T00:43:37
74,1970-01-21T02:01:44
12,1970-01-21T04:05:10
86,1970-01-21T06:05:48
76,1970-01-21T07:23:37
35,1970-01-21T08:05:13
5,1970-01-21T08:51:40
20,1970-01-21T09:55:09
14,1970-01-21T10:33:10
17,1970-01-21T11:56:24
64,1970-01-21T14:42:09
88,1970-01-21T16:23:08
81,1970-01-21T18:50:01
51,1970-01-21T19:36:11
34,1970-01-21T22:15:42
67,1970-01-22T00:10:55
28,1970-01-22T01:32:33
34,1970-01-22T02:19:05
23,1970-01-22T03:02:54
30,1970-01-22T03:18:43
9,1970-01-22T05:17:46
3,1970-01-22T06:18:56
85,1970-01-22T08:55:36
17,1970-01-22T11:36:08
13,1970-01-22T13:48:12
19,1970-01-22T16:06:26
88,1970-01-22T17:43:44
76,1970-01-22T20:15:11
72,1970-01-22T21:50:09
60,1970-01-22T22:20:30
54,1970-01-22T22:48:36
50,1970-01-23T00:40:18
95,1970-01-23T01:17:55
79,1970-01-23T02:13:12
39,1970-01-23T02:31:40
84,1970-01-23T03:31:31
33,1970-01-23T05:30:46
42,1970-01-23T06:40:34
18,1970-01-23T08:45:48
89,1970-01-23T08:51:56
35,1970-01-23T09:28:01
86,1970-01-23T11:03:52
62,1970-01-23T13:39:48
36,1970-01-23T13:59:49
74,1970-01-23T14:36:48
87,1970-01-23T16:43:44
59,1970-01-23T19:15:46
9,1970-01-23T21:29:21
37,1970-01-23T22:59:12
17,1970-01-23T23:34:46
84,1970-01-24T00:33:04
41,1970-01-24T01:38:43
84,1970-01-24T04:23:04
5,1970-01-24T06:34:50
48,1970-01-24T08:52:16
46,1970-01-24T11:01:52
15,1970-01-24T13:16:54
76,1970-01-24T15:49:10
24,1970-01-24T18:04:34
3,1970-01-24T18:17:09
23,1970-01-24T20:53:16
86,1970-01-24T23:13:13
32,1970-01-24T23:36:33
79,1970-01-25T00:15:32
25,1970-01-25T01:59:52
27,1970-01-25T02:35:18
95,1970-01-25T02:54:59
28,1970-01-25T05:18:52
38,1970-01-25T07:47:42
92,1970-01-25T09:13:45
54,1970-01-25T11:52:57
22,1970-01-25T13:32:01
6,1970-01-25T14:53:42
23,1970-01-25T16:50:36
19,1970-01-25T18:53:55
26,1970-01-25T20:16:28
85,1970-01-25T20:27:05
28,1970-01-25T22:47:57
35,1970-01-26T00:07:32
90,1970-01-26T02:25:27
54,1970-01-26T03:03:49
47,1970-01-26T04:27:03
15,1970-01-26T05:51:19
19,1970-01-26T06:42:50
25,1970-01-26T06:55:02
45,1970-01-26T09:01:05
87,1970-01-26T11:43:37
33,1970-01-26T12:55:15
